name1,name2,street1,street2,city,state,zip,zip4,county,phone,intake+AF8-prompt,intake1,intake2,hotline+AF8-prompt,hotline1,hotline2,website,dir+AF8-prefix,dir+AF8-first,dir+AF8-mi,dir+AF8-last,dir+AF8-suffix,dir+AF8-title,dir+AF8-phone,dir+AF8-fax,dir+AF8-email,mail+AF8-street1,mail+AF8-street2,mail+AF8-city,mail+AF8-state,mail+AF8-zip,mail+AF8-zip4,latitude,longitude,type+AF8-facility,last+AF8-update,adlt,chld,snr,yad,act,cdm,cm,coot,dec,es,fpsy,hs,icm,imr,ipc,lad,nrt,nsc,peer,prs,semp,sh,sps,stu,tcc,tpc,vrs,cit,wi,bmo,du,duo,mo,ih,lmg,osg,sma,tbg,vamc,fem,male,atr,clf,cmhg,csbg,ihs,mc,md,mi,np,osf,pi,scjj,sef,sf,si,smha,swfs,vaf,ghf,mhf,mhsaf,saf,pa,ss,cmhc,ct,hi,hid,hit,msnh,od,odt,oit,omb,omh,op,ores,ort,ph,psy,rd,res,rl,rs,rtca,rtcc,ad,adm,alz,bc,cj,co,dv,gl,hv,mf,mn,ped,ptsd,pw,se,sed,smi,tay,tbi,trma,vet,wn,xa,ah,fx,nx,sp,smon,smop,smpd,at,bmt,cbt,cft,dbt,ect,gt,idd,ipt,ptm,tele,tt,bu,dm,dt,hh,mh,mm,nxn,otpa,sa,vtrl
Idaho Behavioral Health,Boise,2270 South Vista Avenue,Suite 190,Boise,ID,83705,,Ada,208+AC0-343+AC0-2737,Intake,208+AC0-343+AC0-2737,,,,,http://www.idahobehavior.com,,,,,,,,,,2270 South Vista Avenue,Suite 190,Boise,ID,83705,,43.581749,+AC0-116.213632,MH,3/5/2015 19:48:32,1,1,1,1,,,1,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,1,,,1,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,1,1,,1,1,,,1,1,1,1,1,,1,1,1,1,1,1,,,,,1,,,,,
Healthy Progression of Twin Falls,S M Thompson,421 2nd Avenue W,,Twin Falls,ID,83301,,Twin Falls,208+AC0-737+AC0-0808,Intake,208+AC0-737+AC0-0808,,,,,,,Scott,M,Thompson,,,,,,,,,,,,42.557936,+AC0-114.475338,MH,3/5/2015 19:48:32,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,1,1,,,1,,1,,,1,,,,,1,,,,,
Northwest Academy,,139 Success Lane,,Naples,ID,83847,,Boundary,208+AC0-267+AC0-7522,Intake,877+AC0-882+AC0-0980,,,,,,,Tai,,Komanec,,,,,,P.O. Box 370,,Naples,ID,83847,0370,48.570977,+AC0-116.392367,MH,3/5/2015 19:48:32,,1,,1,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,1,1,1,,1,1,1,1,,1,,,,,1,,,,,
Anderson Gallaher and Associates,,513 Thain Road,,Lewiston,ID,83501,,Nez Perce,208+AC0-743+AC0-0150,Intake,220+AC0-743+AC0-0150,,,,,,Dr,Richard,,Gallaher,,Co Owner,,,,513 Thain Road,,Lewiston,ID,83501,,46.375856,+AC0-116.969307,MH,3/5/2015 19:48:32,1,1,1,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,1,,1,1,,1,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,1,,,1,1,1,,1,1,,1,1,1,1,,,1,,,,,,,,,1,,1,1,1,,,,,1,,,,,,,,1,,,,,
Joshua D Smith and Associates Inc,,540 3rd Street,,Idaho Falls,ID,83401,,Bonneville,208+AC0-529+AC0-3719,Intakes,208+AC0-524+AC0-5607,208+AC0-529+AC0-3719,,,,,,Brenda, ,Emery,,,,,,,,,,,,43.495059,+AC0-112.022695,MH,3/5/2015 19:48:32,1,,1,1,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,1,,,,,1,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,1,1,1,1,,,,1,1,,,,,,,1,,,,,
Eagle Crest Life Services Inc,,212 South 11th Street,Suite 3,Coeur d Alene,ID,83816,,Kootenai,208+AC0-666+AC0-9162,Intake,208+AC0-666+AC0-9162,,,,,,,,,,,,,,,,,,,,,47.671917,+AC0-116.770292,MH,3/5/2015 19:48:32,1,1,1,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,1,,,1,,1,,,,,,,,1,,,,,
Loving Care and More Inc,,104 Wind River Drive,,Silverton,ID,83867,,Shoshone,208+AC0-752+AC0-1019,Intake,208+AC0-752+AC0-1019,,,,,http://www.lovingcarehomehealth.com/,,Mike,,Marcus,,Mental Health Director,,,,P.O. Box 119,,Silverton,ID,83867,,47.49283,+AC0-115.954739,MH,3/5/2015 19:48:32,1,1,1,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,1,,1,,,,,,,,1,,,,,
Jolliff Counseling and Behav Hlth Reg,PSR Psycho Social Rehabilation,834 Falls Avenue,Suite 1050,Twin Falls,ID,83301,,Twin Falls,208+AC0-736+AC0-0995,Intake,208+AC0-736+AC0-0995,,,,,,,Jennifer,,Ashley,,,,,,,,,,,,42.576991,+AC0-114.462047,MH,3/5/2015 19:48:32,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,1,,1,1,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,1,1,1,1,1,,,1,,1,,,,,,,,1,,,,,
Community Support Center,,716 North Orchard Street,,Boise,ID,83706,,Ada,208+AC0-429+AC0-0330,Intakes,208+AC0-429+AC0-0330,208+AC0-312+AC0-1957,,,,,,, ,,,,,,,,,,,,,43.611307,+AC0-116.243065,MH,3/5/2015 19:48:32,1,,1,1,,,1,1,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,,1,,,,1,1,,,,1,,,1,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,1,,1,,1,,1,,1,,,,,,,,,1,1,1,1,1,,,1,,1,,,,,,,,1,,,,,
Jolliff Counseling and Behavioral Hlth,Mental Clinic,834 Falls Avenue,Suite 1050,Twin Falls,ID,83301,,Twin Falls,208+AC0-736+AC0-0995,Intake,208+AC0-736+AC0-0995,,,,,,,Jennifer,,Ashley,,,,,,,,,,,,42.576991,+AC0-114.462047,MH,3/5/2015 19:48:32,1,1,1,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,1,,1,1,,,1,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,1,,,1,1,1,1,1,,,1,,1,,,,,,,,1,,,,,
Above and Beyond Counseling/PSR LLC,,545 Shoup Avenue,Suite 101,Idaho Falls,ID,83402,,Bonneville,208+AC0-521+AC0-7225,Intakes,208+AC0-521+AC0-7225,208+AC0-521+AC0-7221,,,,,,,,,,,,,,,,,,,,43.493422,+AC0-112.039102,MH,3/5/2015 19:48:32,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,1,,,,,1,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,1,,1,1,1,1,,,,,,,,,,,,1,,1,1,1,1,,1,,1,,,,,,,,1,,,,,
Intermountain Hospital,,303 North Allumbaugh Street,,Boise,ID,83704,,Ada,208+AC0-377+AC0-8400,Intake,208+AC0-377+AC0-8400,,,,,http://www.IntermountainHospital.com,,Jeff,,Morrell,,,,,,,,,,,,43.607472,+AC0-116.267581,MH,3/5/2015 19:48:32,1,1,1,1,,,1,,1,1,1,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,1,,,1,1,1,1,,1,1,,,1,,1,1,1,,1,,,,1,,,1,,,,,,,,,1,,,1,1,,,,,,,,,,,,1,,,,,,,,,1,1,1,1,,,,,,,,,,,,1,1,1,1,1,1,,1,1,1,1,,,,,,,1,,,,,
Saint Alphonsus Behavioral Hlth Servs,,131 North Allumbaugh Street,,Boise,ID,83704,,Ada,208+AC0-367+AC0-2956,,,,,,,,,Caroline,,Barta,,,,,,,,,,,,43.605903,+AC0-116.267005,MH,3/5/2015 19:48:32,1,1,1,1,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,1,,,,1,1,1,,,1,,,1,,1,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,1,1,,1,1,,1,1,1,1,,,,,,1,,,,,,1,1,1,1,,1,,1,1,,1,,,,,,,1,,,,,
IDHW Region 3,Payette,515 North 16th Street,,Payette,ID,83661,,Payette,208+AC0-642+AC0-6416,Intakes,208+AC0-642+AC0-6416,800+AC0-424+AC0-0297,,,,,,Jennifer,,Burlage,,Program Manager,,,,3402 Franklin Road,,Caldwell,ID,83605,,44.080285,+AC0-116.923145,MH,3/5/2015 19:48:32,1,1,1,1,,,1,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,1,,,,,,,,1,,,,,,,1,,,,1,,1,1,,,1,,,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,1,,,,1,,,,,,,,,1,,1,1,,,,,,,1,,,,,
Region III DHW,Division of Behavioral Health,3402 Franklin Road,,Caldwell,ID,83605,,Canyon,208+AC0-459+AC0-0092,Intakes,208+AC0-459+AC0-0092,800+AC0-424+AC0-0297,,,,http://healthandwelfare.idaho.gov/Default.aspx?TabId+AD0-103,,Todd,,Hurt,,,,,,,,,,,,43.66172,+AC0-116.656442,MH,3/5/2015 19:48:32,1,1,1,1,1,,1,,,,,,,,,,,,1,1,,,1,,,,1,1,1,,,,,,,1,,,,,,,,1,,,,,1,,1,1,,,1,,1,,,,1,,,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,1,,,1,,,1,,,,1,,,1,,1,1,,,,,,,1,,,,,
All Seasons Mental Health,All Horizons Inc,1007 West Orchard Avenue,,Nampa,ID,83651,,Canyon,208+AC0-461+AC0-2838,Intake,208+AC0-321+AC0-0634,,,,,http://www.asmh.org/,,Melissa,,Machacek,,,,,,,,,,,,43.590416,+AC0-116.593289,MH,3/5/2015 19:48:32,1,1,1,1,,,1,,,,,,,,1,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,1,,,1,,1,,1,,,1,,1,1,,,,,,,1,,,,,
All Seasons Mental Health,,8050 West Rifleman Street,Suite 100,Boise,ID,83704,,Ada,208+AC0-321+AC0-0634,Intake,208+AC0-321+AC0-0634,,,,,http://asmh.org,,Melissa,,Machacek,,,,,,,,,,,,43.613153,+AC0-116.282472,MH,3/5/2015 19:48:32,1,1,1,1,,,1,,,,,,,,1,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,1,,1,,1,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,1,,1,,,1,,1,,1,,,1,,1,1,,,,,,,1,,,,,
Region V Mental Health Services,,2241 Overland Avenue,Suite 3,Burley,ID,83318,2929,Cassia,208+AC0-677+AC0-5390,Intake,208+AC0-677+AC0-5390,,,,,,,Mike,,Waite,,,,,,2241 Overland Avenue,Suite 3,Burley,ID,83318,2929,42.525114,+AC0-113.791726,MH,3/5/2015 19:48:32,1,,1,1,1,,,1,,,,,,,,,,,,1,,,1,,,,,1,1,,,,,,,,1,,,,,,,,,,,1,,,1,1,,,1,1,1,,,,1,,,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,1,,1,,1,,1,1,,,,,,,1,,,,,
Project Patch Ranch,,25 Miracle Lane,,Garden Valley,ID,83622,,Boise,208+AC0-462+AC0-3074,Intake,360+AC0-690+AC0-8495,,,,,,,Gary,,Lynde,,,,,,P.O. Box 450,,Garden Valley,ID,83622,,44.090024,+AC0-115.980796,MH,3/5/2015 19:48:32,,1,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,1,1,1,1,,1,,1,1,,,,,,,1,,,,,
Region IV Behavioral Health,,1720 Westgate Drive,Suite A1,Boise,ID,83704,,Ada,208+AC0-334+AC0-0800,Intakes,208+AC0-334+AC0-0800,208+AC0-334+AC0-0808,,,,http://www.healthandwelfare.idaho.gov/,,Gina,,Westcott,,,,,,P.O. Box 83720,,Boise,ID,83720,0003,43.621722,+AC0-116.280643,MH,3/5/2015 19:48:32,1,1,1,1,1,,1,1,,1,,,1,1,,1,,,1,1,1,1,1,,,1,1,1,1,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,1,1,1,,,1,,,1,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,1,,,,1,,,,,1,,,,1,1,1,1,,,,,,,1,,,,,
State Hospital North,,300 Hospital Drive,,Orofino,ID,83544,,Clearwater,208+AC0-476+AC0-4511,Intake,208+AC0-476+AC0-4511,,,,,,,Todd, ,Hurt,,,,,,,,,,,,46.489765,+AC0-116.260328,MH,3/5/2015 19:48:32,1,,1,,,,1,,,1,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,1,1,1,,,,1,,,1,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,1,,1,,,,,,,1,,,1,1,,,,,,,1,,1,1,1,1,,,,,,,1,,,,,
IDHW Region 3,Caldwell,3402 Franklin Road,,Caldwell,ID,83605,,Canyon,208+AC0-459+AC0-0092,Intakes,208+AC0-459+AC0-0092,208+AC0-459+AC0-0092,,,,,,Todd,L,Hurt,,,,,,P.O. Box 5579,,Twin Falls,ID,83303,,43.662268,+AC0-116.656673,MH,3/5/2015 19:48:32,1,1,1,1,1,,1,1,1,1,1,1,,1,,,,1,,,1,1,1,,,1,1,1,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,1,,1,,,,1,,,1,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,1,,,1,1,,,,1,1,,1,,1,1,1,1,,,,,,,1,,,,,
Region VI Mental Health Services,State of Idaho Health and Welfare,421 Memorial Drive,,Pocatello,ID,83201,,Bannock,208+AC0-234+AC0-7900,Intake,208+AC0-234+AC0-7900,,,,,,,Sue,,Chadwick,,,,,,,,,,,,42.869041,+AC0-112.431399,MH,3/5/2015 19:48:32,1,1,1,1,1,,1,1,,1,1,1,1,1,,,,,1,1,1,,1,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,1,,,,,,1,,1,1,1,1,,1,1,1,1,,,,,,,1,,,,,
Boulder Creek Academy,,378 Emerson Lane,,Bonners Ferry,ID,83805,,Boundary,208+AC0-267+AC0-6863,Intake,877+AC0-348+AC0-0848,,,,,http://www.bouldercreekacademy.com/,,Tai,,Komanec,,Director,,,,,,,,,,48.691326,+AC0-116.316309,MH,3/5/2015 19:48:32,,1,,,,,1,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,1,1,,1,1,1,1,,,,,,,1,,,,,
Family Pathways Cooperative,,75 Lilac Street,,Blackfoot,ID,83221,,Bingham,208+AC0-782+AC0-1322,Intake,208+AC0-782+AC0-1322,,,,,,,Sandee,,Young,,,,,,,,,,,,43.193962,+AC0-112.351266,MH,3/5/2015 19:48:32,1,,1,1,1,,1,,,,,,,1,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,1,,1,,1,,,,,,,,,,,,,1,1,1,1,1,,,1,1,1,,1,,,,,,1,,,,,
Hinsdale Hospital,Behavioral Health,120 North Oak Street,,Hinsdale,IL,60521,,DuPage,630+AC0-856+AC0-9000+AC0-5299,,,,,,,,,Jane,,Mitchell,,,,,,,,,,,,41.818796,+AC0-87.919002,MH,3/5/2015 19:48:32,1,1,1,1,,,1,,1,,1,,,,,,1,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,1,,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,1,,,1,,1,,1,1,1,1,,1,1,,,,,,1,,,,,
Hinsdale Hospital,Outpatient Behavioral Health Services,740 Pasquinelli Drive,Suite 104,Westmont,IL,60559,,DuPage,630+AC0-856+AC0-7701,Intakes,630+AC0-856+AC0-7717,630+AC0-856+AC0-7701,,,,http://www.keepingyouwell.com,,Dorianne,J,LaPlante,,,,,,,,,,,,41.813847,+AC0-87.953011,MH,3/5/2015 19:48:32,1,1,1,1,,,1,,1,1,1,,,1,1,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,1,1,1,1,,,1,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,1,,1,1,1,,1,1,,1,,1,1,,,1,,,1,,,,,,1,1,,1,1,1,,1,1,1,1,1,,,,,,1,,,,,
Childhood Trauma Treatment Program,,4700 West 95th Street,Lower Level 5,Oak Lawn,IL,60453,,Cook,708+AC0-346+AC0-5169,Intake,800+AC0-216+AC0-1110,,,,,,Dr,John,,Smith,,,,,,,,,,,,41.720548,+AC0-87.738063,MH,3/5/2015 19:48:32,1,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,1,,,1,,,,,1,,,,,
Jewish Child/Family Services,Chicago Community Counseling Center,3525 West Peterson Avenue,Suite 400,Chicago,IL,60659,3324,Cook,773+AC0-866+AC0-5035,Intake,855+AC0-275+AC0-5237,,,,,http://www.jcfs.org,,Ruth,,Fruehauf,,,,,,,,,,,,41.99018,+AC0-87.717243,MH,3/5/2015 19:48:32,1,1,1,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,1,1,1,1,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,1,,,,,1,,,1,,,,,1,,,,,
Jewish Child/Family Services,Chicago City Community Counseling Ctr,3145 West Pratt Boulevard,,Chicago,IL,60645,,Cook,773+AC0-467+AC0-3700,Intake,855+AC0-272+AC0-5237,,,,,,,Ruth,,Fruehauf,,,,,,,,,,,,42.004671,+AC0-87.707416,MH,3/5/2015 19:48:32,1,1,1,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,1,1,1,1,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,,,1,,1,1,,,,,1,,,1,,,,,1,,,,,
Jewish Child/Family Services,Skokie Office,5150 Golf Road,Suite 1,Skokie,IL,60077,,Cook,847+AC0-568+AC0-5200,Intake,855+AC0-275+AC0-5237,,,,,,,Ed,,Reed,,,,,,,,,,,,42.055566,+AC0-87.756026,MH,3/5/2015 19:48:32,1,1,1,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,1,1,,1,1,1,1,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,1,1,,,,,1,,,1,,,,,1,,,,,
Community Family Service Center,Catholic Charities,1100 South May Street,Floor 2,Chicago,IL,60607,,Cook,312+AC0-733+AC0-5661,Intakes,312+AC0-602+AC0-1467,312+AC0-733+AC0-5661,,,,http://www.catholiccharities.net/,,Sandra,,Villwock,,,,,,,,,,,,41.867778,+AC0-87.654794,MH,3/5/2015 19:48:32,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,1,1,,,,,1,,,1,,,,,1,,,,,
Counseling and Family Services,Family Core,330 SW Washington Street,,Peoria,IL,61602,,Peoria,309+AC0-676+AC0-2400,Intake,309+AC0-676+AC0-2400,,,,,http://www.familycore.org/,,Doug,,Allan,,CEO,,,,,,,,,,40.688481,+AC0-89.592905,MH,3/5/2015 19:48:32,1,1,1,1,,,1,,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,1,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,1,1,1,1,,,,1,,,1,,,,,1,,,,,
Pilsen Little Village CMHC Inc,TOYS,1407 South 49th Court,,Cicero,IL,60804,,Cook,708+AC0-683+AC0-5500,Intake,708+AC0-683+AC0-5500,,,,,,,Alicia,,Bradley,,,,,,2635 West 23rd Street,,Chicago,IL,60608,3609,41.862586,+AC0-87.748457,MH,3/5/2015 19:48:32,1,1,1,1,,,1,1,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,1,1,1,,1,1,,1,1,1,1,,,1,,,,,,1,1,,,1,1,1,1,1,,,,1,,,1,,,,,1,,,,,
Lutheran Child and Family Servs of,Illinois,317 West Main Street,,Belleville,IL,62220,,Saint Clair,618+AC0-234+AC0-8904,,,,,,,,,Gene,L,Svebakken,,,,,,,,,,,,38.514167,+AC0-89.989007,MH,7/2/2015 13:54:43,1,1,1,1,,,,1,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,1,,1,,,1,,,1,,,1,1,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,1,,,1,,1,,,1,,1,1,1,1,1,,1,,,,,,,1,,,1,1,1,1,,,1,,1,,,1,,,,,1,,,,,
Family Solutions,,2272 Chestnut Street,,Quincy,IL,62301,,Adams,217+AC0-223+AC0-7492,Intake,217+AC0-223+AC0-7492,,,,,,,Angel,,Knoverek,,,,,,,,,,,,39.942549,+AC0-91.377963,MH,3/5/2015 19:48:32,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,1,1,,,,,1,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,1,1,1,1,1,,1,,1,,,1,,,,,1,,,,,
Jewish Child/Family Services,NW Surban Comm Counseling Center,1156 West Shure Drive,Suite 180,Arlington Heights,IL,60004,,Cook,847+AC0-392+AC0-8820,Intake,855+AC0-275+AC0-5237,,,,,,,Ruh,,Fruehauf,,,,,,,,,,,,42.137304,+AC0-87.99758,MH,3/5/2015 19:48:32,1,1,1,1,,,1,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,1,1,1,1,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,1,,1,,,1,,,,,1,,,,,
Jewish Child and Family Services,Virginia Frank Development Center,3033 West Pouhy Avenue,,Chicago,IL,60645,,Cook,773+AC0-761+AC0-4550,Intake,855+AC0-275+AC0-5237,,,,,,,Elizabeth,,Wyman,,,,,,,,,,,,42.011916,+AC0-87.705881,MH,3/5/2015 19:48:32,1,1,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,1,1,1,1,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,1,,,1,,1,,,1,,,,,1,,,,,
Jewish Child/Family Services,North Suburban Comm Counseling Center,255 Revere Drive,,Northbrook,IL,60062,1564,Cook,847+AC0-412+AC0-4350,Intake,855+AC0-275+AC0-5237,,,,,,,Ruth,,Fruehauf,,,,,,,,,,,,42.148976,+AC0-87.801828,MH,3/5/2015 19:48:32,1,1,1,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,1,,1,1,1,1,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,1,1,,,1,,1,,,1,,,,,1,,,,,
Uhlich Childrens Advantage Network,,10046 South Western Avenue,,Chicago,IL,60643,,Cook,773+AC0-429+AC0-0300,Intake,773+AC0-429+AC0-9346,,,,,,,Nacole,,Milbrook,,,,,,,,,,,,41.710467,+AC0-87.682156,MH,3/5/2015 19:48:32,1,1,1,1,,,,1,,,1,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,1,1,,,1,,,1,,,1,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,1,,1,1,1,,,1,,1,,,1,,,,,1,,,,,
Provident Counseling,,141 Market Place Drive,Suite 206,Fairview Heights,IL,62208,,Saint Clair,618+AC0-398+AC0-7250x1510,Intakes,800+AC0-782+AC0-1008,314+AC0-533+AC0-8200,,,,,,Marg,,Schicker,,,,,,,,,,,,38.588939,+AC0-89.990382,MH,3/5/2015 19:48:32,1,1,1,1,,,,1,1,1,1,,,,1,,,,,,,,1,1,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,1,,1,1,,,1,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,1,1,,,1,,1,,,1,,,,,1,,,,,
